,politician_name,politician_username,gender,party,tweet_text,tweet_retweet_count,tweet_favorite_count,Joy,IBM_text,Analytical,Sadness,Confident,Tentative,Fear,Anger
511,Chris Murphy,ChrisMurphyCT,M,D,We lost the vote to end U--S-- involvement in the Yemen war 55-44-- ----But I won't stop-- Neither w @BernieSanders or------ https://t--co/RDU28VqS0c,1440,4783,,We lost the vote to end U--S-- involvement in the Yemen war 55-44-- ----But I won't stop-- Neither w @BernieSanders or------ https://t--co/RDU28VqS0c.,,0.613814,,,,
512,Chris Murphy,ChrisMurphyCT,M,D,"RT @SenMarkey: With this resolution, Congress can reassert its constitutional role as the sole body responsible for authorizing when and wh------",86,0,,,,,,,,
513,Chris Murphy,ChrisMurphyCT,M,D,RT @timkaine: That's exactly right-- We need to assert Congress's constitutional authority to vote on war-- After pressing both the Obama and------,225,0,,RT @timkaine: That's exactly right-- We need to assert Congress's constitutional authority to vote on war-- After pressing both the Obama and------.,,,0.825035,,,
514,Chris Murphy,ChrisMurphyCT,M,D,"For years, under both Obama and Trump, I have been fighting to end U--S-- support for the devastating and counterprod------ https://t--co/DHC6MjFrsV",404,1686,,,,,,,,
515,Chris Murphy,ChrisMurphyCT,M,D,Gut check moment for the Senate today: we will vote on whether to continue the U--S--/Saudi bombing campaign in Yemen------ https://t--co/DqMlozfVBL,1397,3319,,Gut check moment for the Senate today: we will vote on whether to continue the U--S--/Saudi bombing campaign in Yemen------ https://t--co/DqMlozfVBL.,0.597565,,,,,
516,Chris Murphy,ChrisMurphyCT,M,D,Lots of great feedback and ideas from our community conversation on preventing violence yesterday in Bridgeport-- --https://t--co/MomnjnTB8L,17,118,0.510098,Lots of great feedback and ideas from our community conversation on preventing violence yesterday in Bridgeport-- --https://t--co/MomnjnTB8L.,0.506763,,,,,
517,Chris Murphy,ChrisMurphyCT,M,D,This morning I got to hear from nearly 800 students at Conard HS about gun violence and what they want lawmakers to------ https://t--co/ufnMzIdhAO,159,1059,,This morning I got to hear from nearly 800 students at Conard HS about gun violence and what they want lawmakers to------ https://t--co/ufnMzIdhAO.,,,,0.659112,,
518,Chris Murphy,ChrisMurphyCT,M,D,I'm about to go to the Senate floor to propose a reasonable path forward for the Senate to debate gun safety this w------ https://t--co/KZScxlc5er,1009,3426,,I'm about to go to the Senate floor to propose a reasonable path forward for the Senate to debate gun safety this w------ https://t--co/KZScxlc5er.,0.748318,,,,,
519,Chris Murphy,ChrisMurphyCT,M,D,"When MS-13 they nearly killed their teenage son, this family fled El Salvador to seek asylum in America-- But instea------ https://t--co/o0RYrDPUoo",167,253,,,,,,,,
520,Chris Murphy,ChrisMurphyCT,M,D,Had a great time at watching #BlackPanther last night with students from New Haven and an even better convo after a------ https://t--co/RvbM8H0Pfx,52,361,0.809042,Had a great time at watching #BlackPanther last night with students from New Haven and an even better convo after a------ https://t--co/RvbM8H0Pfx.,,,,,,
521,Chris Murphy,ChrisMurphyCT,M,D,"RT @ASlavitt: This cannot go unsaid as Trump rolls out his opioid plan in New Hampshire today------He still seeks to severely cut Medicaid, fa------",5605,0,,,,,,,,
522,Chris Murphy,ChrisMurphyCT,M,D,Heard from more than 800 students this morning Conard High School in West Hartford on gun violence and what they wa------ https://t--co/Srm5ZtquFk,180,1054,,,,,,,,
523,Chris Murphy,ChrisMurphyCT,M,D,Here's my question for the students of Parkland-- #AskMSDStudents https://t--co/Ru7Kc5OUWk,142,484,,Here's my question for the students of Parkland-- #AskMSDStudents https://t--co/Ru7Kc5OUWk.,0.901894,,,,,
524,Chris Murphy,ChrisMurphyCT,M,D,Thanks to everyone who joined us for my Annual St-- Patrick's Day Pancake Breakfast in Cheshire this morning-- https://t--co/xlBrrDBLnD,12,124,0.87626,Thanks to everyone who joined us for my Annual St-- Patrick's Day Pancake Breakfast in Cheshire this morning-- https://t--co/xlBrrDBLnD.,,,,,,
525,Chris Murphy,ChrisMurphyCT,M,D,RT @JeffFlake: Members of Congress need to be vocal in support of Special Counsel Mueller finishing his investigation--,13910,0,,,,,,,,
526,Chris Murphy,ChrisMurphyCT,M,D,It's movie night in New Haven-- I took a bunch of students who participate in local youth programs to see Black Pant------ https://t--co/1Dql219wvK,266,2786,0.529217,It's movie night in New Haven-- I took a bunch of students who participate in local youth programs to see Black Pant------ https://t--co/1Dql219wvK.,,,,,,
527,Chris Murphy,ChrisMurphyCT,M,D,"Hosted a conversation in Bridgeport to hear from parents, students and local leaders about how we can help keep our------ https://t--co/kvzrFpFtLE",67,365,,,,,,,,
528,Chris Murphy,ChrisMurphyCT,M,D,Im counting-- 31 days since #Parkland and no guns debate in the Senate-- But we reconvene tomorrow - a chance for red------ https://t--co/PEXsFSeVnY,1683,4055,,,,,,,,
529,Chris Murphy,ChrisMurphyCT,M,D,Take some time today to read this powerful piece from @JuliaSBergman in @thedayct about Connecticut families coping------ https://t--co/sCn4BTgZ0i,55,175,,Take some time today to read this powerful piece from @JuliaSBergman in @thedayct about Connecticut families coping------ https://t--co/sCn4BTgZ0i.,,,,0.775166,,
530,Chris Murphy,ChrisMurphyCT,M,D,We don't want to bury half measures in the back of the budget-- We want a debate that America can see-- It's been 30------ https://t--co/5MORnbraMo,572,1353,,,,,,,,
531,Chris Murphy,ChrisMurphyCT,M,D,But the tax cuts-- https://t--co/Bmbau132xJ,3817,9931,,,,,,,,
532,Chris Murphy,ChrisMurphyCT,M,D,"Thanks for helping start something special, Matt-- #FightBackCT is now a model for the whole country-- https://t--co/Yfq062d8jH",56,294,0.650453,"Thanks for helping start something special, Matt-- #FightBackCT is now a model for the whole country-- https://t--co/Yfq062d8jH.",,,,0.615352,,
533,Chris Murphy,ChrisMurphyCT,M,D,https://t--co/pxnps2Z4xZ,156,1724,,,,,,,,
534,Chris Murphy,ChrisMurphyCT,M,D,RT @SenMikeLee: I couldn't agree with @ChrisMurphyCT more-- It's time for us to end our involvement in this unauthorized war-- https://t--co/X------,106,0,,,,,,,,
535,Chris Murphy,ChrisMurphyCT,M,D,It's been nearly six months since Hurricane Maria devastated Puerto Rico and many families are still struggling to------ https://t--co/skYb2y2nPC,1547,3166,,It's been nearly six months since Hurricane Maria devastated Puerto Rico and many families are still struggling to------ https://t--co/skYb2y2nPC.,,0.79243,,0.5538,,
536,Chris Murphy,ChrisMurphyCT,M,D,I'm counting-- 29 days since #Parkland and still no debate on guns in the Senate-- https://t--co/ekukkYFgTs,1423,3200,,,,,,,,
537,Chris Murphy,ChrisMurphyCT,M,D,"Sending good vibes to my friend @MayorMark this morning--  A good, super decent guy who is hopefully on the mend--  Get well soon, buddy--",24,209,0.846051,"Sending good vibes to my friend @MayorMark this morning--  A good, super decent guy who is hopefully on the mend--  Get well soon, buddy--.",,,,,,
538,Chris Murphy,ChrisMurphyCT,M,D,I'm going to start counting-- It's been 29 days since #Parkland and still no Senate debate on gun laws--,8815,31587,,,,,,,,
539,Chris Murphy,ChrisMurphyCT,M,D,Republicans take note - 52% of PA-18 voters said health care was their top issue------If you keep trying to repeal hea------ https://t--co/z4orZmbRf8,1248,4103,,,,,,,,
540,Chris Murphy,ChrisMurphyCT,M,D,RT @amprog: @ChrisMurphyCT explains for us why universal background checks are a necessary a part of gun violence prevention-- https://t--co/------,135,0,,RT @amprog: @ChrisMurphyCT explains for us why universal background checks are a necessary a part of gun violence prevention-- https://t--co/------.,,,0.638987,,,0.596018
541,Chris Murphy,ChrisMurphyCT,M,D,Your daily reminder that way more people die by accidental gunfire than in school shootings-- https://t--co/OuiRal8Ag2,3103,9706,,,,,,,,
542,Chris Murphy,ChrisMurphyCT,M,D,"RT @clairecmc: Trump-- In Missouri-- Right now-- Raising millions for my opponent-- 90% of my donations are under $100, which I'm very proud of------",3331,0,0.734521,"RT @clairecmc: Trump-- In Missouri-- Right now-- Raising millions for my opponent-- 90% of my donations are under $100, which I'm very proud of------.",,,0.543112,,,
543,Chris Murphy,ChrisMurphyCT,M,D,Correct-- Briefers aren't supposed be arguing a political case-- Trump's reps left out loads of important information------ https://t--co/X5admm05u5,598,1236,,Correct-- Briefers aren't supposed be arguing a political case-- Trump's reps left out loads of important information------ https://t--co/X5admm05u5.,0.809841,0.58848,,,,
544,Chris Murphy,ChrisMurphyCT,M,D,"RT @NBHSCT: Today, in solidarity with millions of other students across the nation, New Britain High School held a walkout to stand up agai------",169,0,,,,,,,,
545,Chris Murphy,ChrisMurphyCT,M,D,"This article is by Larry Kudlow-- It's not from The Onion-- It it, he argues we stop immigration--  Literally, ALL OF------ https://t--co/941mZ7Jynt",724,792,,"This article is by Larry Kudlow-- It's not from The Onion-- It it, he argues we stop immigration--  Literally, ALL OF------ https://t--co/941mZ7Jynt.",0.597565,,0.598602,,,
546,Chris Murphy,ChrisMurphyCT,M,D,"RT @debragkidder: @ChrisMurphyCT Shelton High School holds a peaceful, respectful walk out and short service that includes the reading of t------",63,0,,,,,,,,
547,Chris Murphy,ChrisMurphyCT,M,D,"RT @DanMilanoHere: 17 empty desks outside of Notre Dame High School in West Haven, CT #nationalwalkoutday https://t--co/FmsWPWDNKY",2397,0,,,,,,,,
548,Chris Murphy,ChrisMurphyCT,M,D,"RT @LisaCKelly: Amazing experience this morning at Guilford High School, watching our students stand up and say ""Enough is Enough--"" @ChrisM------",50,0,0.717802,"RT @LisaCKelly: Amazing experience this morning at Guilford High School, watching our students stand up and say ""Enough is Enough--"" @ChrisM------.",,,,,,
549,Chris Murphy,ChrisMurphyCT,M,D,RT @WhereisBishop: Maloney Spartans showing their support #NationalSchoolWalkout #enough #neveragain @wendylou_duong @mft1478 @MeridenK12 @------,22,0,,,,,,,,
550,Chris Murphy,ChrisMurphyCT,M,D,"RT @nfaschool: Despite the snow and cold temperatures, NFA students lent their voices to the #NationalSchoolWalkout, honoring the victims o------",328,0,,"RT @nfaschool: Despite the snow and cold temperatures, NFA students lent their voices to the #NationalSchoolWalkout, honoring the victims o------.",,0.5266,,,,
551,Chris Murphy,ChrisMurphyCT,M,D,"RT @CourantPhotogs: At the Colt Armory, hundreds from Hartford's CREC Academy of the Arts, join thousands across Ct-- and the U--S-- in a #nat------",64,0,0.580192,"RT @CourantPhotogs: At the Colt Armory, hundreds from Hartford's CREC Academy of the Arts, join thousands across Ct-- and the U--S-- in a #nat------.",,,,,,
552,Chris Murphy,ChrisMurphyCT,M,D,"Students are leading the way today and I'm proud to join them-- This morning, I stood with thousands of local studen------ https://t--co/atOSxtQ2Xc",345,1853,0.828877,"Students are leading the way today and I'm proud to join them-- This morning, I stood with thousands of local studen------ https://t--co/atOSxtQ2Xc.",,,,,,
553,Chris Murphy,ChrisMurphyCT,M,D,RT @kathymegan: #nationalwalkout Bulkeley high students assembling to show support for Parkland students and gun control https://t--co/7NTZj------,65,0,,,,,,,,
554,Chris Murphy,ChrisMurphyCT,M,D,RT @SanGomez_News: #NationalSchoolWalkout Hartford Magnet Trinity College Academy students line up with the images of #Parkland shooting vi------,177,0,,,,,,,,
555,Chris Murphy,ChrisMurphyCT,M,D,RT @JordanOteroHC: Estimating over 100 FHS students marching-- #FarmingtonCT https://t--co/OA9YfUcqii,119,0,,RT @JordanOteroHC: Estimating over 100 FHS students marching-- #FarmingtonCT https://t--co/OA9YfUcqii.,,,,0.5538,,
556,Chris Murphy,ChrisMurphyCT,M,D,"RT @RebeccaLurye: A student carries a sign that says ""Stop shooting, Start living"" at Wilbur Cross High in New Haven #NationalSchoolWalkout------",96,0,,,,,,,,
557,Chris Murphy,ChrisMurphyCT,M,D,"In honor of the #NationalSchoolWalkout and the 17 students &amp; teachers killed in Parkland, I'm heading to the Senate------ https://t--co/6fh4R5xUK6",3226,17780,,,,,,,,
558,Chris Murphy,ChrisMurphyCT,M,D,"RT @Junior_NAA: In one hour, Newtown High School joins @WomensMarchY &amp; thousands of other schools across the nation to say enough is #ENOUG------",96,0,,,,,,,,
559,Chris Murphy,ChrisMurphyCT,M,D,Proud to see students in Connecticut and across the country standing up and making their voices heard during today'------ https://t--co/K8bAvgxvGI,751,4026,0.790272,Proud to see students in Connecticut and across the country standing up and making their voices heard during today'------ https://t--co/K8bAvgxvGI.,0.527318,,,,,
560,Chris Murphy,ChrisMurphyCT,M,D,Congrats Maud-- Look forward to working with you to increase the Williams presence in Washington (and Connecticut)-- https://t--co/159HkzQwgE,47,391,0.859231,Congrats Maud-- Look forward to working with you to increase the Williams presence in Washington (and Connecticut)-- https://t--co/159HkzQwgE.,,,,,,
561,Chris Murphy,ChrisMurphyCT,M,D,Excited to see so many Connecticut schools planning to take part in tomorrow's #NationalSchoolWalkout-- Are you part------ https://t--co/6JPPXZIlOC,758,2773,0.714002,Excited to see so many Connecticut schools planning to take part in tomorrow's #NationalSchoolWalkout-- Are you part------ https://t--co/6JPPXZIlOC.,,,,,,
562,Chris Murphy,ChrisMurphyCT,M,D,Heading down to the floor with @SenSanders and @SenMikeLee to talk about our bipartisan resolution to withdraw U--S-------- https://t--co/KnF2Vi7VQF,144,606,,,,,,,,
563,Chris Murphy,ChrisMurphyCT,M,D,"There are 7,000 pairs of shoes in front of the Capitol today - one for every child killed by guns since Sandy Hook-- https://t--co/jJbcLrlwiN",38517,94042,,"There are 7,000 pairs of shoes in front of the Capitol today - one for every child killed by guns since Sandy Hook-- https://t--co/jJbcLrlwiN.",,,0.560944,,,
564,Chris Murphy,ChrisMurphyCT,M,D,"RT @CapehartJ: --@ChrisMurphyCT: Trump's presidency lacks 'predictive value,' making the world less stable-- https://t--co/uOOIyc2Znl",55,0,,,,,,,,
565,Chris Murphy,ChrisMurphyCT,M,D,One clear question for Pompeo is whether he will end Tillerson's disastrous reorganization plan-- ----It's a classic c------ https://t--co/tACdybk6Ha,377,1578,,One clear question for Pompeo is whether he will end Tillerson's disastrous reorganization plan-- ----It's a classic c------ https://t--co/tACdybk6Ha.,0.912032,,0.660207,,,
566,Chris Murphy,ChrisMurphyCT,M,D,If we want to prevent gun violence we can't just focus on mass shootings-- We need to raise the voices of students w------ https://t--co/FjuCF5XQUa,186,573,,If we want to prevent gun violence we can't just focus on mass shootings-- We need to raise the voices of students w------ https://t--co/FjuCF5XQUa.,,,,,,0.532871
567,Chris Murphy,ChrisMurphyCT,M,D,"I'm willing to hear Mike Pompeo out, but if the President is just looking for someone who will more efficiently and------ https://t--co/V6tyAGgrPw",1897,7310,0.503913,"I'm willing to hear Mike Pompeo out, but if the President is just looking for someone who will more efficiently and------ https://t--co/V6tyAGgrPw.",,,,0.804675,,
568,Chris Murphy,ChrisMurphyCT,M,D,"Crazy, out of the box thought I just had - maybe a President with no diplomatic experience should stop picking Secr------ https://t--co/8C9nIQjgEi",4512,20266,,"Crazy, out of the box thought I just had - maybe a President with no diplomatic experience should stop picking Secr------ https://t--co/8C9nIQjgEi.",,,,0.88939,,
